DaysPassed,TotalPopulation,TotalBabies,DeathsAge,DeathsPredator,DeathsStarved,TotalDeaths,FoodTime,BridgesTime,HousesTime,ProcreationTime,AverageFoodTime,AverageBridgesTime,AverageHouseTime,AverageProcreationTime
40,306,28,235,37,14,286,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
41,356,28,289,37,14,340,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
42,356,28,294,37,14,345,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
43,356,28,295,37,14,346,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
44,356,28,302,37,14,353,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
45,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
46,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
47,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
48,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
49,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
50,356,28,305,37,14,356,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
51,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
52,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
53,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
54,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
55,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
56,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
57,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
58,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
59,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
60,406,28,355,37,14,406,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
61,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
62,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
63,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
64,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
65,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
66,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
67,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
68,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
69,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
70,456,28,405,37,14,456,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
71,506,28,455,37,14,506,0,44.23281,131.8519,22.96298,28.69609,5.388725,53.36906,0.6407419
