DaysPassed,TotalPopulation,TotalBabies,DeathsAge,DeathsPredator,DeathsStarved,TotalDeaths,FoodTime,BridgesTime,HousesTime,ProcreationTime,AverageFoodTime,AverageBridgesTime,AverageHouseTime,AverageProcreationTime
50,440,165,188,74,90,352,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
51,490,165,192,75,90,357,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
52,490,165,195,75,90,360,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
53,490,165,198,75,90,363,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
54,490,165,209,75,90,374,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
55,490,165,214,75,90,379,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
56,490,165,219,75,90,384,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
57,490,165,223,75,90,388,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
58,490,165,225,76,90,391,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
59,491,165,230,76,90,396,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
60,490,165,237,76,90,403,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
61,540,165,244,76,90,410,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
62,540,165,247,77,90,414,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
63,540,165,251,77,90,418,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
64,540,165,259,77,90,426,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
65,540,165,266,78,90,434,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
66,540,165,269,78,90,437,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
67,540,165,274,78,90,442,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
68,540,165,280,79,90,449,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
69,540,165,283,79,90,452,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
70,540,165,290,80,90,460,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
71,590,165,294,80,90,464,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
72,590,165,294,80,90,464,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
73,590,165,298,80,90,468,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
74,590,165,304,80,90,474,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
75,590,165,312,80,90,482,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
76,590,165,314,80,91,485,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
77,590,165,321,81,91,493,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
78,590,165,326,81,91,498,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
79,590,165,328,81,91,500,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
80,590,165,335,81,92,508,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
81,635,165,340,82,92,514,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
82,635,165,342,82,92,516,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
83,635,165,343,82,92,517,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
84,635,165,346,82,92,520,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
85,635,165,352,82,92,526,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
86,624,165,355,82,92,529,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
87,624,165,358,82,92,532,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
88,624,165,364,82,92,538,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
89,624,165,370,82,92,544,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
90,624,165,376,82,92,550,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
91,665,165,378,84,92,554,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
92,665,165,380,84,92,556,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
93,665,165,382,85,92,559,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
94,666,165,388,85,92,565,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
95,665,165,394,85,92,571,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
96,656,165,398,87,92,577,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
97,655,165,405,87,92,584,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
98,655,165,410,87,92,589,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
99,655,165,413,87,92,592,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
100,655,165,415,87,92,594,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
101,699,165,415,89,92,596,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
102,699,165,419,89,92,600,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
103,699,165,420,89,92,601,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
104,699,165,422,89,92,603,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
105,699,165,427,89,92,608,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
106,686,165,429,89,95,613,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
107,686,165,432,89,95,616,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
108,686,165,437,89,95,621,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
109,686,165,439,89,95,623,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
110,686,165,440,89,95,624,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
111,736,165,441,89,95,625,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
112,736,165,445,89,95,629,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
113,736,165,449,89,95,633,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
114,736,165,455,89,95,639,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
115,727,165,461,89,95,645,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
116,727,165,462,92,95,649,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
117,727,165,468,92,95,655,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
118,727,165,469,92,95,656,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
119,727,165,471,92,95,658,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
120,720,165,474,92,95,661,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
121,770,165,475,92,95,662,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
122,770,165,478,92,95,665,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
123,770,165,480,92,95,667,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
124,770,165,484,92,95,671,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
125,758,165,486,94,95,675,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
126,758,165,490,94,95,679,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
127,758,165,494,95,95,684,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
128,758,165,496,95,95,686,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
129,758,165,499,95,95,689,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
130,758,165,502,95,95,692,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
131,808,165,503,95,95,693,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
132,808,165,504,95,95,694,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
133,808,165,505,95,95,695,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
134,801,165,509,97,95,701,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
135,801,165,510,97,95,702,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
136,801,165,515,97,95,707,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
137,801,165,517,97,95,709,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
138,801,165,522,97,95,714,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
139,794,165,523,105,95,723,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
140,794,165,523,105,95,723,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
141,844,165,526,105,95,726,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
142,844,165,531,105,95,731,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
143,844,165,535,108,95,738,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
144,834,165,539,111,96,746,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
145,834,165,543,111,96,750,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
146,834,165,548,111,96,755,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
147,834,165,550,111,96,757,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
148,835,165,554,111,96,761,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
149,834,165,556,111,96,763,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
150,834,165,556,111,96,763,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
151,884,165,559,111,96,766,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
152,884,165,561,111,97,769,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
153,870,165,562,111,97,770,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
154,871,165,566,111,98,775,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
155,870,165,569,111,98,778,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
156,870,165,572,111,98,781,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
157,870,165,577,111,98,786,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
158,862,165,578,111,99,788,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
159,862,165,585,111,99,795,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
160,862,165,588,111,99,798,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
161,912,165,593,112,99,804,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
162,901,165,596,113,99,808,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
163,901,165,598,113,99,810,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
164,901,165,602,113,99,814,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
165,901,165,609,113,99,821,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
166,901,165,614,113,99,826,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
167,890,165,616,113,99,828,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
168,890,165,617,113,99,829,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
169,890,165,623,113,99,835,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
170,890,165,627,113,99,839,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
171,940,165,628,113,99,840,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
172,940,165,631,113,99,843,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
173,940,165,633,113,99,845,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
174,940,165,637,113,99,849,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
175,940,165,639,114,99,852,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
176,931,165,646,117,99,862,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
177,931,165,647,117,99,863,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
178,931,165,653,117,99,869,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
179,931,165,655,117,99,871,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
180,931,165,657,117,99,873,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
181,981,165,661,117,99,877,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
182,980,165,664,117,99,880,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
183,980,165,666,117,99,882,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
184,980,165,669,118,99,886,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
185,972,165,671,118,99,888,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
186,972,165,677,118,99,894,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
187,972,165,679,118,99,896,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
188,972,165,683,118,99,900,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
189,972,165,686,118,99,903,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
190,964,165,690,118,100,908,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
191,1013,165,692,118,100,910,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
192,1013,165,697,119,100,916,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
193,1013,165,700,119,100,919,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
194,1006,165,700,120,100,920,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
195,1006,165,702,120,100,922,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
196,1006,165,704,120,100,924,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
197,1006,165,707,120,100,927,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
198,1006,165,709,120,100,929,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
199,996,165,713,120,100,933,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
200,996,165,715,121,100,936,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
201,1046,165,719,121,100,940,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
202,1046,165,722,121,100,943,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
203,1036,165,724,121,100,945,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
204,1036,165,727,123,100,950,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
205,1036,165,728,123,100,951,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
206,1036,165,731,123,100,954,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
207,1036,165,732,123,100,955,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
208,1036,165,738,123,102,963,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
209,1036,165,742,123,102,967,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
210,1036,165,744,123,102,969,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
211,1086,165,746,123,102,971,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
212,1077,165,747,126,102,975,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
213,1077,165,749,126,102,977,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
214,1077,165,751,126,102,979,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
215,1078,165,755,126,102,983,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
216,1077,165,757,126,102,985,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
217,1078,165,761,126,102,989,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
218,1077,165,764,126,102,992,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
219,1077,165,764,126,102,992,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
220,1077,165,768,127,102,997,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
221,1108,165,770,127,102,999,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
222,1108,165,773,127,102,1002,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
223,1108,165,774,127,102,1003,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
224,1108,165,781,128,102,1011,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
225,1098,165,784,129,102,1015,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
226,1098,165,786,129,102,1017,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
227,1098,165,788,129,102,1019,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
228,1098,165,796,129,102,1027,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
229,1098,165,799,129,102,1030,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
230,1098,165,803,129,102,1034,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
231,1148,165,803,130,102,1035,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
232,1148,165,807,130,102,1039,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
233,1148,165,814,130,102,1046,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
234,1136,165,816,133,102,1051,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
235,1136,165,819,133,102,1054,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
236,1136,165,821,133,102,1056,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
237,1136,165,826,133,102,1061,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
238,1128,165,827,133,102,1062,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
239,1128,165,830,133,102,1065,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
240,1128,165,833,133,102,1068,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
241,1178,165,834,133,102,1069,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
242,1178,165,837,133,102,1072,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
243,1178,165,838,133,102,1073,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
244,1178,165,840,133,102,1075,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
245,1178,165,846,133,102,1081,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
